Sublime-Style-Column-Selection@1.2.3,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",11136,6618
language-scala@1.1.0,"Store package settings files in the `settings/` directory instead of `scoped-properties/`",6592,4026
terminal-status@1.6.0,"Requiring `EditorView` from `atom` is no longer supported. Please require `TextEditorView` from `atom-space-pen-view` instead: `{TextEditorView} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",9,9
terminal-status@1.6.0,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",9,9
terminal-status@1.6.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `terminal-status` package",9,9
terminal-status@1.6.0,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",9,9
terminal-status@1.6.0,"Use PackageManager::onDidActivateInitialPackages instead",9,9
terminal-syntax@0.1.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `terminal-syntax` package",9,9
terminal@0.28.0,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",9,9
terminal@0.28.0,"Call .dispose() on the Disposable returned from ::addOpener instead",9,9
terminal@0.28.0,"Use ::getPaths instead",9,9
terminal@0.28.0,"Use Workspace::addOpener instead",9,9
theme-roulette@1.1.0,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",9,9
theme-roulette@1.1.0,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",9,9
theme-roulette@1.1.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `theme-roulette` package",9,9
theme-roulette@1.1.0,"The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.",9,9
theme-roulette@1.1.0,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",9,9
todo-list@1.0.0,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",9,9
todo-list@1.0.0,"Config::observe no longer takes a `callNow` option. Use ::onDidChange instead. Note that ::onDidChange passes its callback different arguments. See https://atom.io/docs/api/latest/Config",9,9
todo-list@1.0.0,"Config::toggle is no longer supported. Please remove from your code.",9,9
todo-list@1.0.0,"Please use Workspace::addLeftPanel() instead",9,9
todo-list@1.0.0,"Please use Workspace::addRightPanel() instead",9,9
todo-list@1.0.0,"Requiring `$` from `atom` is no longer supported. If you are using `space-pen`, please require `$` from `atom-space-pen-views`. Otherwise require `jquery` instead: `{$} = require 'atom-space-pen-views'` or `$ = require 'jquery'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies. Or add `"jquery": "^2"` to your package dependencies.",9,9
todo-list@1.0.0,"Requiring `ScrollView` from `atom` is no longer supported. Please require `ScrollView` from `atom-space-pen-view` instead: `{ScrollView} = require 'atom-space-pen-views'` Note that the API has changed slightly! Please read the docs at https://github.com/atom/atom-space-pen-views Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",9,9
todo-show@0.5.1,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `todo-show` package",9,9
todo-show@0.5.1,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",9,9
todo-show@0.6.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `todo-show` package",26,18
todo-show@0.6.0,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",26,18
travis-ci-status@0.11.0,"Use ::getOriginURL instead.",9,9
travis-ci-status@0.11.2,"Use ::getRepositories instead",9,9
travis-ci-status@0.13.0,"Use ::getPaths instead",9,9
travis-ci-status@0.13.0,"Use ::getRepositories instead",9,9
tree-view-breadcrumb@0.2.1,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",9,9
tree-view-breadcrumb@0.2.1,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",9,9
tree-view-breadcrumb@0.2.1,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `tree-view-breadcrumb` package",9,9
tree-view-breadcrumb@0.2.1,"Use ::getPaths instead",9,9
tree-view-breadcrumb@0.2.1,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",9,9
trendy-dark-syntax@0.2.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `trendy-dark-syntax` package",9,9
true-xcode-syntax@0.2.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `true-xcode-syntax` package",9,9
turbo-javascript@0.0.10,"Use ::getActivePaneItem() instead of the ::activePaneItem property",9,9
turbo-javascript@0.0.10,"Use TextEditor::moveToEndOfLine() instead",9,9
turbo-javascript@0.0.5,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `turbo-javascript` package",26,9
turbo-javascript@0.0.5,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",26,9
typo3@0.3.1,"Store package settings files in the `settings/` directory instead of `scoped-properties/`",9,9
uglify@1.1.0,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",9,9
unity-ui@1.0.5,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",26,9
unity-ui@1.0.5,"Requiring `$` from `atom` is no longer supported. If you are using `space-pen`, please require `$` from `atom-space-pen-views`. Otherwise require `jquery` instead: `{$} = require 'atom-space-pen-views'` or `$ = require 'jquery'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies. Or add `"jquery": "^2"` to your package dependencies.",26,9
unity-ui@1.0.5,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `unity-ui` package",26,9
unity-ui@1.0.5,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",26,9
vertical-align@0.6.1,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",9,9
view-tail-large-files@0.1.13,"Call .dispose() on the Disposable returned from ::addOpener instead",9,9
view-tail-large-files@0.1.13,"Call Workspace::addOpener instead",9,9
view-tail-large-files@0.1.13,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `view-tail-large-files` package",9,9
view-tail-large-files@0.1.13,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",9,9
view-tail-large-files@0.1.13,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",9,9
view-tail-large-files@0.1.14,"Are you trying to listen for the 'view-tail-large-files:up' Atom command with `jQuery::on`? `jQuery::trigger` can no longer be used to listen for Atom commands. Please use `atom.commands.add` instead. See the docs at https://atom.io/docs/api/latest/CommandRegistry#instance-add for details.",9,9
view-tail-large-files@0.1.14,"If you would like your pane item with class `Viewer` to support modified behavior, please implement a `::onDidChangeModified()` method. If not, ignore this message. `::on` methods for items are no longer supported.",9,9
view-tail-large-files@0.1.14,"If you would like your pane item with class `Viewer` to support title change behavior, please implement a `::onDidChangeTitle()` method. `::on` methods for items are no longer supported. If not, ignore this message.",9,9
vim-mode@0.11.1,"Use TextEditor::lineTextForBufferRow(bufferRow) instead",9,9
vim-mode@0.11.1,"Use TextEditor::moveRight() instead",9,9
vim-mode@0.11.1,"Use TextEditor::moveToBeginningOfWord() instead",9,9
vim-mode@0.12.0,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",9,9
vim-mode@0.12.0,"Open-ended transactions are deprecated. Use checkpoints instead.",9,9
vim-mode@0.12.0,"Project::on is deprecated. Use documented event subscription methods instead.",9,9
vim-mode@0.12.0,"Requiring `$` from `atom` is no longer supported. If you are using `space-pen`, please require `$` from `atom-space-pen-views`. Otherwise require `jquery` instead: `{$} = require 'atom-space-pen-views'` or `$ = require 'jquery'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies. Or add `"jquery": "^2"` to your package dependencies.",9,9
vim-mode@0.12.0,"Requiring `$$` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{$$} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",9,9
vim-mode@0.12.0,"Requiring `EditorView` from `atom` is no longer supported. Please require `TextEditorView` from `atom-space-pen-view` instead: `{TextEditorView} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",9,9
vim-mode@0.12.0,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",9,9
vim-mode@0.12.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `vim-mode` package",9,9
vim-mode@0.12.0,"The atom.workspaceView.statusBar global is deprecated. The global was previously being assigned by the status-bar package, but Atom packages should never assign globals. In the future, this problem will be solved by an inter-package communication API available on `atom.services`. For now, you can get a reference to the `status-bar` element via `document.querySelector('status-bar')`.",9,9
vim-mode@0.12.0,"Use ::addRightTile({item, priority}) instead.",9,9
vim-mode@0.12.0,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",9,9
vim-mode@0.12.0,"Use PackageManager::onDidActivateInitialPackages instead",9,9
vim-mode@0.12.0,"Use TextBuffer::onDidChange instead",9,9
vim-mode@0.12.0,"Use TextEditor::moveLeft() instead",9,9
vim-mode@0.12.0,"Use TextEditor::moveRight() instead",9,9
vim-mode@0.12.0,"Use Workspace::onDidAddTextEditor instead",9,9
vim-mode@0.15.0,"Use TextEditor::moveToEndOfLine() instead",9,9
vim-mode@0.29.0,"This is now a view method. Call TextEditorElement::getFirstVisibleScreenRow instead.",9,9
